"global_step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291472_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291471_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291470_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291469_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - _step__MAX","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MIN","22291468_hlg_1cubes_b2048_mb832_lr6e-5_w2048 - episodic_stats/failure_2_last__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279908_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279907_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279905_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279906_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - _step__MAX","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MIN","22279904_hlg_1cubes_b2048_mb832_lr1.26e-4_w2048 - episodic_stats/failure_2_last__MAX"
"456704000","317","317","317","0.03173828125","0.03173828125","0.03173828125","317","317","317","0.0341796875","0.0341796875","0.0341796875","317","317","317","0.0341796875","0.0341796875","0.0341796875","317","317","317","0.03173828125","0.03173828125","0.03173828125","317","317","317","0.0283203125","0.0283203125","0.0283203125","317","317","317","0.02978515625","0.02978515625","0.02978515625","317","317","317","0.03466796875","0.03466796875","0.03466796875","317","317","317","0.0419921875","0.0419921875","0.0419921875","317","317","317","0.04296875","0.04296875","0.04296875","317","317","317","0.033203125","0.033203125","0.033203125"
"458752000","318","318","318","0.0302734375","0.0302734375","0.0302734375","318","318","318","0.03564453125","0.03564453125","0.03564453125","318","318","318","0.0419921875","0.0419921875","0.0419921875","318","318","318","0.0380859375","0.0380859375","0.0380859375","318","318","318","0.0390625","0.0390625","0.0390625","318","318","318","0.03369140625","0.03369140625","0.03369140625","318","318","318","0.037109375","0.037109375","0.037109375","318","318","318","0.044921875","0.044921875","0.044921875","318","318","318","0.03955078125","0.03955078125","0.03955078125","318","318","318","0.0380859375","0.0380859375","0.0380859375"
"460800000","320","320","320","0.03076171875","0.03076171875","0.03076171875","320","320","320","0.03564453125","0.03564453125","0.03564453125","320","320","320","0.0419921875","0.0419921875","0.0419921875","320","320","320","0.03125","0.03125","0.03125","320","320","320","0.0400390625","0.0400390625","0.0400390625","320","320","320","0.03173828125","0.03173828125","0.03173828125","320","320","320","0.03271484375","0.03271484375","0.03271484375","320","320","320","0.04296875","0.04296875","0.04296875","320","320","320","0.044921875","0.044921875","0.044921875","320","320","320","0.0341796875","0.0341796875","0.0341796875"
"462848000","321","321","321","0.0341796875","0.0341796875","0.0341796875","321","321","321","0.037109375","0.037109375","0.037109375","321","321","321","0.03955078125","0.03955078125","0.03955078125","321","321","321","0.03466796875","0.03466796875","0.03466796875","321","321","321","0.02978515625","0.02978515625","0.02978515625","321","321","321","0.037109375","0.037109375","0.037109375","321","321","321","0.0263671875","0.0263671875","0.0263671875","321","321","321","0.0341796875","0.0341796875","0.0341796875","321","321","321","0.0400390625","0.0400390625","0.0400390625","321","321","321","0.0361328125","0.0361328125","0.0361328125"
"466944000","324","324","324","0.03857421875","0.03857421875","0.03857421875","324","324","324","0.03759765625","0.03759765625","0.03759765625","324","324","324","0.0390625","0.0390625","0.0390625","324","324","324","0.03759765625","0.03759765625","0.03759765625","324","324","324","0.0361328125","0.0361328125","0.0361328125","324","324","324","0.03271484375","0.03271484375","0.03271484375","324","324","324","0.02978515625","0.02978515625","0.02978515625","324","324","324","0.03515625","0.03515625","0.03515625","324","324","324","0.04541015625","0.04541015625","0.04541015625","324","324","324","0.03515625","0.03515625","0.03515625"
"468992000","325","325","325","0.037109375","0.037109375","0.037109375","325","325","325","0.0302734375","0.0302734375","0.0302734375","325","325","325","0.0498046875","0.0498046875","0.0498046875","325","325","325","0.03857421875","0.03857421875","0.03857421875","325","325","325","0.02685546875","0.02685546875","0.02685546875","325","325","325","0.03857421875","0.03857421875","0.03857421875","325","325","325","0.0361328125","0.0361328125","0.0361328125","325","325","325","0.0400390625","0.0400390625","0.0400390625","325","325","325","0.0419921875","0.0419921875","0.0419921875","325","325","325","0.02978515625","0.02978515625","0.02978515625"
"471040000","327","327","327","0.04248046875","0.04248046875","0.04248046875","327","327","327","0.04150390625","0.04150390625","0.04150390625","327","327","327","0.03662109375","0.03662109375","0.03662109375","327","327","327","0.0400390625","0.0400390625","0.0400390625","327","327","327","0.0419921875","0.0419921875","0.0419921875","327","327","327","0.03857421875","0.03857421875","0.03857421875","327","327","327","0.041015625","0.041015625","0.041015625","327","327","327","0.0419921875","0.0419921875","0.0419921875","327","327","327","0.0400390625","0.0400390625","0.0400390625","327","327","327","0.041015625","0.041015625","0.041015625"
"473088000","328","328","328","0.04150390625","0.04150390625","0.04150390625","328","328","328","0.02880859375","0.02880859375","0.02880859375","328","328","328","0.03125","0.03125","0.03125","328","328","328","0.04052734375","0.04052734375","0.04052734375","328","328","328","0.03369140625","0.03369140625","0.03369140625","328","328","328","0.03955078125","0.03955078125","0.03955078125","328","328","328","0.02880859375","0.02880859375","0.02880859375","328","328","328","0.03955078125","0.03955078125","0.03955078125","328","328","328","0.03662109375","0.03662109375","0.03662109375","328","328","328","0.0361328125","0.0361328125","0.0361328125"
"475136000","329","329","329","0.02783203125","0.02783203125","0.02783203125","329","329","329","0.03125","0.03125","0.03125","329","329","329","0.03173828125","0.03173828125","0.03173828125","329","329","329","0.0390625","0.0390625","0.0390625","329","329","329","0.0361328125","0.0361328125","0.0361328125","329","329","329","0.03271484375","0.03271484375","0.03271484375","329","329","329","0.03515625","0.03515625","0.03515625","329","329","329","0.04541015625","0.04541015625","0.04541015625","329","329","329","0.03955078125","0.03955078125","0.03955078125","329","329","329","0.03369140625","0.03369140625","0.03369140625"
"477184000","331","331","331","0.0361328125","0.0361328125","0.0361328125","331","331","331","0.02978515625","0.02978515625","0.02978515625","331","331","331","0.03125","0.03125","0.03125","331","331","331","0.03955078125","0.03955078125","0.03955078125","331","331","331","0.0341796875","0.0341796875","0.0341796875","331","331","331","0.0322265625","0.0322265625","0.0322265625","331","331","331","0.03857421875","0.03857421875","0.03857421875","331","331","331","0.04833984375","0.04833984375","0.04833984375","331","331","331","0.037109375","0.037109375","0.037109375","331","331","331","0.03173828125","0.03173828125","0.03173828125"
"479232000","332","332","332","0.0361328125","0.0361328125","0.0361328125","332","332","332","0.046875","0.046875","0.046875","332","332","332","0.03515625","0.03515625","0.03515625","332","332","332","0.03271484375","0.03271484375","0.03271484375","332","332","332","0.0263671875","0.0263671875","0.0263671875","332","332","332","0.03466796875","0.03466796875","0.03466796875","","","","","","","","","","","","","332","332","332","0.0390625","0.0390625","0.0390625","332","332","332","0.03466796875","0.03466796875","0.03466796875"
"481280000","334","334","334","0.044921875","0.044921875","0.044921875","334","334","334","0.0380859375","0.0380859375","0.0380859375","334","334","334","0.03857421875","0.03857421875","0.03857421875","334","334","334","0.0361328125","0.0361328125","0.0361328125","334","334","334","0.04541015625","0.04541015625","0.04541015625","334","334","334","0.0439453125","0.0439453125","0.0439453125","","","","","","","","","","","","","334","334","334","0.05126953125","0.05126953125","0.05126953125","334","334","334","0.04296875","0.04296875","0.04296875"
"483328000","335","335","335","0.0302734375","0.0302734375","0.0302734375","335","335","335","0.0361328125","0.0361328125","0.0361328125","335","335","335","0.0322265625","0.0322265625","0.0322265625","335","335","335","0.04150390625","0.04150390625","0.04150390625","335","335","335","0.0302734375","0.0302734375","0.0302734375","335","335","335","0.029296875","0.029296875","0.029296875","","","","","","","","","","","","","335","335","335","0.0439453125","0.0439453125","0.0439453125","335","335","335","0.03564453125","0.03564453125","0.03564453125"
"485376000","336","336","336","0.0419921875","0.0419921875","0.0419921875","336","336","336","0.0361328125","0.0361328125","0.0361328125","336","336","336","0.02294921875","0.02294921875","0.02294921875","336","336","336","0.04150390625","0.04150390625","0.04150390625","336","336","336","0.0341796875","0.0341796875","0.0341796875","336","336","336","0.0400390625","0.0400390625","0.0400390625","","","","","","","","","","","","","336","336","336","0.0439453125","0.0439453125","0.0439453125","336","336","336","0.03662109375","0.03662109375","0.03662109375"
"487424000","338","338","338","0.03173828125","0.03173828125","0.03173828125","338","338","338","0.033203125","0.033203125","0.033203125","338","338","338","0.0380859375","0.0380859375","0.0380859375","338","338","338","0.029296875","0.029296875","0.029296875","338","338","338","0.03662109375","0.03662109375","0.03662109375","","","","","","","","","","","","","","","","","","","338","338","338","0.04443359375","0.04443359375","0.04443359375","338","338","338","0.03759765625","0.03759765625","0.03759765625"
"489472000","339","339","339","0.0400390625","0.0400390625","0.0400390625","339","339","339","0.0400390625","0.0400390625","0.0400390625","339","339","339","0.03955078125","0.03955078125","0.03955078125","339","339","339","0.0341796875","0.0341796875","0.0341796875","339","339","339","0.04150390625","0.04150390625","0.04150390625","","","","","","","","","","","","","","","","","","","339","339","339","0.0419921875","0.0419921875","0.0419921875","339","339","339","0.04345703125","0.04345703125","0.04345703125"
"491520000","341","341","341","0.0439453125","0.0439453125","0.0439453125","341","341","341","0.0439453125","0.0439453125","0.0439453125","341","341","341","0.0419921875","0.0419921875","0.0419921875","341","341","341","0.04248046875","0.04248046875","0.04248046875","341","341","341","0.03515625","0.03515625","0.03515625","","","","","","","","","","","","","","","","","","","341","341","341","0.041015625","0.041015625","0.041015625","341","341","341","0.03564453125","0.03564453125","0.03564453125"
"493568000","342","342","342","0.0380859375","0.0380859375","0.0380859375","342","342","342","0.025390625","0.025390625","0.025390625","342","342","342","0.02783203125","0.02783203125","0.02783203125","342","342","342","0.0400390625","0.0400390625","0.0400390625","342","342","342","0.03125","0.03125","0.03125","","","","","","","","","","","","","","","","","","","","","","","","","342","342","342","0.03515625","0.03515625","0.03515625"
"495616000","343","343","343","0.03564453125","0.03564453125","0.03564453125","343","343","343","0.0390625","0.0390625","0.0390625","343","343","343","0.021484375","0.021484375","0.021484375","343","343","343","0.0322265625","0.0322265625","0.0322265625","343","343","343","0.03173828125","0.03173828125","0.03173828125","","","","","","","","","","","","","","","","","","","","","","","","","343","343","343","0.03759765625","0.03759765625","0.03759765625"
"497664000","345","345","345","0.0419921875","0.0419921875","0.0419921875","345","345","345","0.03466796875","0.03466796875","0.03466796875","345","345","345","0.0283203125","0.0283203125","0.0283203125","345","345","345","0.0380859375","0.0380859375","0.0380859375","345","345","345","0.03662109375","0.03662109375","0.03662109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"499712000","346","346","346","0.04296875","0.04296875","0.04296875","346","346","346","0.03466796875","0.03466796875","0.03466796875","346","346","346","0.033203125","0.033203125","0.033203125","346","346","346","0.03466796875","0.03466796875","0.03466796875","346","346","346","0.03662109375","0.03662109375","0.03662109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"503808000","349","349","349","0.033203125","0.033203125","0.033203125","349","349","349","0.0361328125","0.0361328125","0.0361328125","349","349","349","0.0380859375","0.0380859375","0.0380859375","349","349","349","0.0244140625","0.0244140625","0.0244140625","349","349","349","0.04052734375","0.04052734375","0.04052734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"505856000","350","350","350","0.03466796875","0.03466796875","0.03466796875","350","350","350","0.02392578125","0.02392578125","0.02392578125","350","350","350","0.0341796875","0.0341796875","0.0341796875","350","350","350","0.037109375","0.037109375","0.037109375","350","350","350","0.033203125","0.033203125","0.033203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"507904000","352","352","352","0.03466796875","0.03466796875","0.03466796875","352","352","352","0.02783203125","0.02783203125","0.02783203125","352","352","352","0.03076171875","0.03076171875","0.03076171875","352","352","352","0.0419921875","0.0419921875","0.0419921875","352","352","352","0.03125","0.03125","0.03125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"509952000","353","353","353","0.03662109375","0.03662109375","0.03662109375","353","353","353","0.0322265625","0.0322265625","0.0322265625","353","353","353","0.0302734375","0.0302734375","0.0302734375","353","353","353","0.02880859375","0.02880859375","0.02880859375","353","353","353","0.0302734375","0.0302734375","0.0302734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514048000","356","356","356","0.0322265625","0.0322265625","0.0322265625","356","356","356","0.03759765625","0.03759765625","0.03759765625","356","356","356","0.03125","0.03125","0.03125","356","356","356","0.03369140625","0.03369140625","0.03369140625","356","356","356","0.037109375","0.037109375","0.037109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516096000","357","357","357","0.0341796875","0.0341796875","0.0341796875","357","357","357","0.029296875","0.029296875","0.029296875","357","357","357","0.03125","0.03125","0.03125","357","357","357","0.03515625","0.03515625","0.03515625","357","357","357","0.0390625","0.0390625","0.0390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518144000","359","359","359","0.029296875","0.029296875","0.029296875","359","359","359","0.03125","0.03125","0.03125","359","359","359","0.0322265625","0.0322265625","0.0322265625","359","359","359","0.0390625","0.0390625","0.0390625","359","359","359","0.03076171875","0.03076171875","0.03076171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520192000","360","360","360","0.0341796875","0.0341796875","0.0341796875","360","360","360","0.03662109375","0.03662109375","0.03662109375","360","360","360","0.0341796875","0.0341796875","0.0341796875","360","360","360","0.03759765625","0.03759765625","0.03759765625","360","360","360","0.0322265625","0.0322265625","0.0322265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"522240000","361","361","361","0.03759765625","0.03759765625","0.03759765625","361","361","361","0.04150390625","0.04150390625","0.04150390625","361","361","361","0.0263671875","0.0263671875","0.0263671875","361","361","361","0.03857421875","0.03857421875","0.03857421875","361","361","361","0.0361328125","0.0361328125","0.0361328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"524288000","362","362","362","0.04443359375","0.04443359375","0.04443359375","362","362","362","0.0322265625","0.0322265625","0.0322265625","362","362","362","0.03076171875","0.03076171875","0.03076171875","362","362","362","0.03955078125","0.03955078125","0.03955078125","362","362","362","0.0283203125","0.0283203125","0.0283203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"526336000","363","363","363","0.037109375","0.037109375","0.037109375","363","363","363","0.03271484375","0.03271484375","0.03271484375","363","363","363","0.03369140625","0.03369140625","0.03369140625","363","363","363","0.04296875","0.04296875","0.04296875","363","363","363","0.029296875","0.029296875","0.029296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"528384000","365","365","365","0.03759765625","0.03759765625","0.03759765625","365","365","365","0.04296875","0.04296875","0.04296875","365","365","365","0.03857421875","0.03857421875","0.03857421875","365","365","365","0.03857421875","0.03857421875","0.03857421875","365","365","365","0.05029296875","0.05029296875","0.05029296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530432000","366","366","366","0.04345703125","0.04345703125","0.04345703125","366","366","366","0.03759765625","0.03759765625","0.03759765625","366","366","366","0.0322265625","0.0322265625","0.0322265625","366","366","366","0.0263671875","0.0263671875","0.0263671875","366","366","366","0.03125","0.03125","0.03125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"532480000","367","367","367","0.025390625","0.025390625","0.025390625","367","367","367","0.03662109375","0.03662109375","0.03662109375","367","367","367","0.02978515625","0.02978515625","0.02978515625","367","367","367","0.03076171875","0.03076171875","0.03076171875","367","367","367","0.0361328125","0.0361328125","0.0361328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"534528000","369","369","369","0.0341796875","0.0341796875","0.0341796875","369","369","369","0.0341796875","0.0341796875","0.0341796875","369","369","369","0.041015625","0.041015625","0.041015625","369","369","369","0.04150390625","0.04150390625","0.04150390625","369","369","369","0.03564453125","0.03564453125","0.03564453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"536576000","370","370","370","0.02978515625","0.02978515625","0.02978515625","370","370","370","0.03466796875","0.03466796875","0.03466796875","370","370","370","0.033203125","0.033203125","0.033203125","370","370","370","0.03466796875","0.03466796875","0.03466796875","370","370","370","0.03662109375","0.03662109375","0.03662109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"538624000","372","372","372","0.03857421875","0.03857421875","0.03857421875","372","372","372","0.03564453125","0.03564453125","0.03564453125","372","372","372","0.0390625","0.0390625","0.0390625","372","372","372","0.04638671875","0.04638671875","0.04638671875","372","372","372","0.041015625","0.041015625","0.041015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540672000","373","373","373","0.029296875","0.029296875","0.029296875","373","373","373","0.02978515625","0.02978515625","0.02978515625","373","373","373","0.0341796875","0.0341796875","0.0341796875","373","373","373","0.0283203125","0.0283203125","0.0283203125","373","373","373","0.0390625","0.0390625","0.0390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"542720000","374","374","374","0.037109375","0.037109375","0.037109375","374","374","374","0.0400390625","0.0400390625","0.0400390625","374","374","374","0.04052734375","0.04052734375","0.04052734375","374","374","374","0.03564453125","0.03564453125","0.03564453125","374","374","374","0.03564453125","0.03564453125","0.03564453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"544768000","376","376","376","0.03759765625","0.03759765625","0.03759765625","376","376","376","0.03173828125","0.03173828125","0.03173828125","376","376","376","0.0361328125","0.0361328125","0.0361328125","376","376","376","0.03173828125","0.03173828125","0.03173828125","376","376","376","0.04052734375","0.04052734375","0.04052734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"546816000","377","377","377","0.033203125","0.033203125","0.033203125","377","377","377","0.03369140625","0.03369140625","0.03369140625","377","377","377","0.0361328125","0.0361328125","0.0361328125","377","377","377","0.0390625","0.0390625","0.0390625","377","377","377","0.0361328125","0.0361328125","0.0361328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"550912000","380","380","380","0.04150390625","0.04150390625","0.04150390625","380","380","380","0.037109375","0.037109375","0.037109375","380","380","380","0.03125","0.03125","0.03125","380","380","380","0.0322265625","0.0322265625","0.0322265625","380","380","380","0.03369140625","0.03369140625","0.03369140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"552960000","381","381","381","0.03369140625","0.03369140625","0.03369140625","381","381","381","0.03125","0.03125","0.03125","381","381","381","0.029296875","0.029296875","0.029296875","381","381","381","0.03564453125","0.03564453125","0.03564453125","381","381","381","0.02685546875","0.02685546875","0.02685546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555008000","383","383","383","0.0322265625","0.0322265625","0.0322265625","383","383","383","0.03564453125","0.03564453125","0.03564453125","383","383","383","0.02783203125","0.02783203125","0.02783203125","383","383","383","0.0322265625","0.0322265625","0.0322265625","383","383","383","0.0390625","0.0390625","0.0390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"557056000","384","384","384","0.03173828125","0.03173828125","0.03173828125","384","384","384","0.0263671875","0.0263671875","0.0263671875","384","384","384","0.03271484375","0.03271484375","0.03271484375","384","384","384","0.03759765625","0.03759765625","0.03759765625","384","384","384","0.03857421875","0.03857421875","0.03857421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"561152000","387","387","387","0.03466796875","0.03466796875","0.03466796875","387","387","387","0.033203125","0.033203125","0.033203125","387","387","387","0.0244140625","0.0244140625","0.0244140625","387","387","387","0.03369140625","0.03369140625","0.03369140625","387","387","387","0.0322265625","0.0322265625","0.0322265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"563200000","388","388","388","0.03369140625","0.03369140625","0.03369140625","388","388","388","0.0322265625","0.0322265625","0.0322265625","388","388","388","0.03369140625","0.03369140625","0.03369140625","388","388","388","0.0322265625","0.0322265625","0.0322265625","388","388","388","0.0390625","0.0390625","0.0390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"565248000","390","390","390","0.03515625","0.03515625","0.03515625","390","390","390","0.02490234375","0.02490234375","0.02490234375","390","390","390","0.0361328125","0.0361328125","0.0361328125","390","390","390","0.0302734375","0.0302734375","0.0302734375","390","390","390","0.0419921875","0.0419921875","0.0419921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"567296000","391","391","391","0.03662109375","0.03662109375","0.03662109375","391","391","391","0.03515625","0.03515625","0.03515625","391","391","391","0.02392578125","0.02392578125","0.02392578125","391","391","391","0.03076171875","0.03076171875","0.03076171875","391","391","391","0.03662109375","0.03662109375","0.03662109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"571392000","394","394","394","0.0439453125","0.0439453125","0.0439453125","394","394","394","0.03759765625","0.03759765625","0.03759765625","394","394","394","0.02734375","0.02734375","0.02734375","394","394","394","0.03515625","0.03515625","0.03515625","394","394","394","0.03125","0.03125","0.03125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"573440000","395","395","395","0.0380859375","0.0380859375","0.0380859375","395","395","395","0.03515625","0.03515625","0.03515625","395","395","395","0.03271484375","0.03271484375","0.03271484375","395","395","395","0.03173828125","0.03173828125","0.03173828125","395","395","395","0.03955078125","0.03955078125","0.03955078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"575488000","397","397","397","0.0439453125","0.0439453125","0.0439453125","397","397","397","0.04736328125","0.04736328125","0.04736328125","397","397","397","0.03662109375","0.03662109375","0.03662109375","397","397","397","0.03857421875","0.03857421875","0.03857421875","397","397","397","0.04150390625","0.04150390625","0.04150390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"577536000","398","398","398","0.0380859375","0.0380859375","0.0380859375","398","398","398","0.033203125","0.033203125","0.033203125","398","398","398","0.02685546875","0.02685546875","0.02685546875","398","398","398","0.03125","0.03125","0.03125","398","398","398","0.029296875","0.029296875","0.029296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"579584000","399","399","399","0.03515625","0.03515625","0.03515625","399","399","399","0.03515625","0.03515625","0.03515625","399","399","399","0.03076171875","0.03076171875","0.03076171875","399","399","399","0.0380859375","0.0380859375","0.0380859375","399","399","399","0.033203125","0.033203125","0.033203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"581632000","401","401","401","0.0361328125","0.0361328125","0.0361328125","401","401","401","0.04052734375","0.04052734375","0.04052734375","401","401","401","0.03369140625","0.03369140625","0.03369140625","401","401","401","0.033203125","0.033203125","0.033203125","401","401","401","0.0341796875","0.0341796875","0.0341796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583680000","402","402","402","0.04296875","0.04296875","0.04296875","402","402","402","0.02880859375","0.02880859375","0.02880859375","402","402","402","0.0400390625","0.0400390625","0.0400390625","402","402","402","0.03759765625","0.03759765625","0.03759765625","402","402","402","0.0419921875","0.0419921875","0.0419921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"585728000","404","404","404","0.03662109375","0.03662109375","0.03662109375","404","404","404","0.044921875","0.044921875","0.044921875","404","404","404","0.03955078125","0.03955078125","0.03955078125","404","404","404","0.03369140625","0.03369140625","0.03369140625","404","404","404","0.03955078125","0.03955078125","0.03955078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"587776000","405","405","405","0.03662109375","0.03662109375","0.03662109375","405","405","405","0.03369140625","0.03369140625","0.03369140625","405","405","405","0.037109375","0.037109375","0.037109375","405","405","405","0.04296875","0.04296875","0.04296875","405","405","405","0.044921875","0.044921875","0.044921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
